ids,Description,Price,borough
9189585,2 bedroom flat for sale,150000.0,"('Sutton', '5E93974')"
2550347,2 bedroom flat for sale,1200000.0,"('City of London', '5E61224')"
52812593,4 bedroom detached house for sale,875000.0,"('Sutton', '5E93974')"
25113424,1 bedroom flat for sale,725000.0,
41298105,3 bedroom penthouse for sale,420000.0,"('Sutton', '5E93974')"
82010337,2 bedroom flat for sale,375000.0,"('Sutton', '5E93974')"
67931586,2 bedroom apartment for sale,1250000.0,"('City of London', '5E61224')"
42195595,3 bedroom bungalow for sale,600000.0,"('Sutton', '5E93974')"
79064673,Land for sale,3000.0,"('Sutton', '5E93974')"
27245502,2 bedroom flat for sale,365000.0,"('Sutton', '5E93974')"
54557612,2 bedroom apartment for sale,595000.0,"('Sutton', '5E93974')"
4730861,2 bedroom penthouse for sale,475000.0,"('Sutton', '5E93974')"
47242033,2 bedroom penthouse for sale,314000.0,"('Sutton', '5E93974')"
13416008,5 bedroom detached house for sale,1500000.0,"('Sutton', '5E93974')"
33056918,4 bedroom end of terrace house for sale,600000.0,"('Sutton', '5E93974')"
77922100,3 bedroom penthouse for sale,3000000.0,"('City of London', '5E61224')"
48698776,1 bedroom apartment for sale,800000.0,"('City of London', '5E61224')"
75057070,5 bedroom detached house for sale,1000000.0,"('Sutton', '5E93974')"
56750146,1 bedroom flat for sale,975000.0,
17486952,3 bedroom detached bungalow for sale,575000.0,
99062112,2 bedroom apartment for sale,285000.0,"('Sutton', '5E93974')"
2286385,2 bedroom terraced house for sale,425000.0,
39204750,2 bedroom flat for sale,565000.0,"('Sutton', '5E93974')"
86037825,3 bedroom link detached house for sale,500000.0,"('Sutton', '5E93974')"
10141390,1 bedroom apartment for sale,175000.0,"('Sutton', '5E93974')"
57291188,Studio flat for sale,549950.0,"('City of London', '5E61224')"
